Id,MSSubClass,LotFrontage,LotArea,Street,BldgType,OverallQual,YearBuilt,TotalBsmtSF,FullBath,HalfBath,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SalePrice
1023,50,52,9439,Pave,1Fam,5,1930,912,1,0,0,NA,Detchd,1957,Unf,1,160,87000
1024,120,43,3182,Pave,TwnhsE,7,2005,1346,2,0,1,Gd,Attchd,2005,Fin,2,437,191000
1025,20,NA,15498,Pave,1Fam,8,1976,1565,2,0,1,Gd,Attchd,1976,Fin,2,665,287000
1026,20,70,7700,Pave,1Fam,5,1972,882,1,0,0,NA,Detchd,1980,Unf,2,461,112500
1027,20,73,9300,Pave,1Fam,5,1960,1268,1,0,2,Gd,Attchd,1960,Unf,2,461,167500
1028,20,71,9520,Pave,1Fam,8,2007,1638,2,0,1,Gd,Attchd,2008,RFn,3,800,293077
1029,50,79,9492,Pave,1Fam,5,1941,768,1,0,1,Gd,Attchd,1941,Unf,1,240,105000
1030,160,21,1680,Pave,Twnhs,6,1972,672,1,1,0,NA,Detchd,1972,Unf,1,264,118000
1031,190,NA,7082,Pave,2fmCon,5,1916,686,2,0,0,NA,NA,NA,NA,0,0,160000
1032,75,102,15863,Pave,1Fam,7,1920,824,2,1,2,TA,Basment,1970,Fin,2,672,197000
1033,60,NA,14541,Pave,1Fam,8,1993,1338,2,1,1,TA,Attchd,1993,RFn,3,796,310000
1034,20,NA,8125,Pave,1Fam,7,2002,1654,2,0,0,NA,Attchd,2002,Unf,3,900,230000
1035,30,50,6305,Pave,1Fam,5,1938,920,1,0,1,Gd,Basment,1938,Unf,1,240,119750
1036,20,NA,11500,Pave,1Fam,4,1957,0,1,0,0,NA,Detchd,1957,Unf,1,290,84000
1037,20,89,12898,Pave,1Fam,9,2007,1620,2,0,1,Ex,Attchd,2008,Fin,3,912,315500
1038,60,NA,9240,Pave,1Fam,8,2001,1055,2,1,1,TA,BuiltIn,2001,Fin,2,905,287000
1039,160,21,1533,Pave,Twnhs,4,1970,546,1,1,1,TA,NA,NA,NA,0,0,97000
1040,180,21,1477,Pave,TwnhsE,4,1970,630,1,0,0,NA,Attchd,1970,Unf,1,286,80000
1041,20,88,13125,Pave,1Fam,5,1957,1134,2,0,1,TA,Attchd,1957,RFn,2,484,155000
1042,60,NA,9130,Pave,1Fam,6,1966,800,1,1,0,NA,Attchd,1966,Unf,2,484,173000
1043,120,34,5381,Pave,Twnhs,6,2005,1306,2,0,1,Gd,Attchd,2005,RFn,2,624,196000
1044,60,86,11839,Pave,1Fam,7,1990,1475,2,1,1,Ex,Attchd,1990,Unf,2,514,262280
1045,20,80,9600,Pave,1Fam,8,1981,2524,2,1,1,Gd,Attchd,1981,Fin,2,542,278000
1046,20,NA,13680,Pave,1Fam,3,1955,0,2,0,1,Gd,Attchd,1955,Unf,2,452,139600
1047,60,85,16056,Pave,1Fam,9,2005,1992,3,1,1,Gd,BuiltIn,2005,Fin,3,716,556581
1048,20,57,9245,Pave,1Fam,5,1994,990,1,0,0,NA,Detchd,1996,Unf,2,672,145000
1049,20,100,21750,Pave,1Fam,5,1960,0,1,0,1,TA,Attchd,1960,Unf,2,336,115000
1050,20,60,11100,Pave,1Fam,4,1946,0,1,0,0,NA,Detchd,1946,Unf,1,308,84900
1051,20,73,8993,Pave,1Fam,7,2007,1302,2,0,0,NA,Attchd,2007,Fin,2,436,176485
1052,20,103,11175,Pave,1Fam,7,2007,1316,2,0,1,Gd,Attchd,2007,Fin,2,440,200141
1053,60,100,9500,Pave,1Fam,6,1964,816,1,1,1,TA,Attchd,1964,RFn,2,540,165000
1054,20,68,8562,Pave,1Fam,5,1957,1216,1,0,1,Gd,Basment,1957,Unf,1,364,144500
1055,60,90,11367,Pave,1Fam,8,2002,1065,2,1,1,Gd,Attchd,2002,Fin,2,586,255000
1056,20,104,11361,Pave,1Fam,6,1976,1193,2,0,1,TA,Attchd,1976,Fin,2,478,180000
1057,120,43,7052,Pave,TwnhsE,7,2005,1364,2,0,1,Gd,Attchd,2005,RFn,2,484,185850
1058,60,NA,29959,Pave,1Fam,7,1994,973,2,1,1,Gd,BuiltIn,1994,Fin,2,467,248000
1059,60,96,11308,Pave,1Fam,9,2008,1104,2,1,1,Gd,Attchd,2008,Fin,3,836,335000
1060,50,NA,11275,Pave,1Fam,6,1932,854,1,1,1,Gd,Detchd,1977,Unf,2,432,220000
1061,120,41,4920,Pave,TwnhsE,8,2001,1338,2,0,0,NA,Attchd,2001,Fin,2,582,213500
1062,30,120,18000,Grvl,1Fam,3,1935,894,1,0,0,NA,Detchd,1994,RFn,3,1248,81000
1063,190,85,13600,Pave,2fmCon,5,1900,662,2,0,0,NA,Detchd,1945,Unf,2,560,90000
1064,30,50,6000,Pave,1Fam,6,1925,1103,1,0,1,Gd,Detchd,1976,Unf,2,440,110500
1065,20,NA,11000,Pave,1Fam,5,1966,1154,1,1,1,Po,Attchd,1966,RFn,2,480,154000
1066,60,80,14000,Pave,1Fam,7,1996,1306,2,1,0,NA,Attchd,1996,RFn,2,533,328000
1067,60,59,7837,Pave,1Fam,6,1993,799,2,1,1,TA,Attchd,1993,RFn,2,380,178000
1068,60,80,9760,Pave,1Fam,6,1964,780,1,1,0,NA,Attchd,1964,RFn,2,442,167900
1069,160,42,3964,Pave,TwnhsE,6,1973,942,2,1,1,Gd,Attchd,1973,Fin,2,576,151400
1070,45,60,9600,Pave,1Fam,5,1949,845,1,0,0,NA,Detchd,1985,Unf,2,576,135000
1071,20,72,10152,Pave,1Fam,5,1956,1048,1,0,0,NA,Attchd,1956,Unf,1,286,135000
1072,60,78,11700,Pave,1Fam,6,1968,727,1,1,0,NA,Attchd,1968,Unf,2,441,154000
1073,50,50,7585,Pave,1Fam,5,1948,810,1,0,1,TA,Detchd,1954,Unf,1,280,91500
1074,60,75,7950,Pave,1Fam,6,1977,690,1,1,0,NA,Attchd,1977,Fin,2,440,159500
1075,20,74,8556,Pave,1Fam,7,2006,1240,2,0,0,NA,Attchd,2006,RFn,3,826,194000
1076,70,75,13125,Pave,1Fam,7,1940,800,1,1,2,Gd,Attchd,1940,Unf,1,240,219500
1077,50,60,10800,Pave,1Fam,5,1936,796,2,0,1,TA,Attchd,1950,Unf,2,566,170000
1078,20,NA,15870,Pave,1Fam,5,1969,1096,1,0,0,NA,Attchd,1969,Fin,1,299,138800
1079,120,37,4435,Pave,TwnhsE,6,2004,848,1,0,1,Gd,Attchd,2004,RFn,2,420,155900
1080,20,65,8775,Pave,1Fam,5,1994,990,1,0,0,NA,Attchd,1996,Unf,1,299,126000
1081,20,80,11040,Pave,1Fam,6,1971,1258,2,0,0,NA,Attchd,1971,RFn,2,528,145000
1082,20,75,7500,Pave,1Fam,5,1963,1040,1,1,0,NA,Attchd,1963,Fin,1,308,133000
1083,20,70,8749,Pave,1Fam,7,2002,1459,2,0,1,Gd,Attchd,2002,RFn,2,527,192000
1084,20,80,8800,Pave,1Fam,6,1964,1251,1,0,2,Gd,Attchd,1964,RFn,1,461,160000
1085,60,NA,13031,Pave,1Fam,6,1995,691,2,1,1,TA,Attchd,1995,Fin,2,409,187500
1086,85,73,9069,Pave,1Fam,6,1992,936,1,0,0,NA,Attchd,1992,Unf,2,564,147000
1087,160,NA,1974,Pave,TwnhsE,4,1973,546,1,1,0,NA,Attchd,1973,RFn,1,286,83500
1088,60,85,10574,Pave,1Fam,8,2005,1082,2,1,1,Gd,Attchd,2005,RFn,3,1043,252000
1089,160,24,2522,Pave,Twnhs,7,2004,970,2,0,0,NA,Detchd,2004,Unf,2,380,137500
1090,120,37,3316,Pave,TwnhsE,8,2005,1247,1,1,1,Gd,Attchd,2005,Fin,2,550,197000
1091,90,60,8544,Pave,Duplex,3,1950,0,2,0,0,NA,Detchd,1987,Unf,2,400,92900
1092,160,24,2160,Pave,Twnhs,7,1999,600,2,1,0,NA,Detchd,1999,Unf,2,462,160000
1093,50,60,8400,Pave,1Fam,6,1925,1181,2,0,1,Gd,Detchd,1925,Unf,2,576,136500
1094,20,71,9230,Pave,1Fam,5,1965,864,1,1,0,NA,Detchd,1977,Unf,2,884,146000
1095,20,74,5868,Pave,1Fam,5,1956,936,1,0,0,NA,Attchd,1956,Fin,1,308,129000
1096,20,78,9317,Pave,1Fam,6,2006,1314,2,0,1,Gd,Attchd,2006,RFn,2,440,176432
1097,70,60,6882,Pave,1Fam,6,1914,684,1,1,0,NA,NA,NA,NA,0,0,127000
1098,120,NA,3696,Pave,TwnhsE,8,1986,1074,1,1,0,NA,Attchd,1987,RFn,2,461,170000
1099,50,50,6000,Pave,1Fam,4,1936,672,1,0,0,NA,Detchd,1936,Unf,1,240,128000
1100,20,82,11880,Pave,1Fam,7,1978,1271,2,0,1,TA,Attchd,1978,RFn,2,478,157000
1101,30,60,8400,Pave,1Fam,2,1920,290,1,0,0,NA,Detchd,1930,Unf,1,246,60000
1102,20,61,9758,Pave,1Fam,5,1971,950,1,0,0,NA,Detchd,1981,Unf,1,280,119500
1103,20,70,7000,Pave,1Fam,5,1960,1010,1,0,0,NA,Attchd,1960,RFn,1,254,135000
1104,20,79,8910,Pave,1Fam,6,1959,655,1,0,1,Fa,BuiltIn,1954,Fin,2,539,159500
1105,160,24,2016,Pave,TwnhsE,5,1970,630,2,1,0,NA,Detchd,1970,Unf,2,440,106000
1106,60,98,12256,Pave,1Fam,8,1994,1463,2,1,2,TA,Attchd,1994,RFn,2,712,325000
1107,20,114,10357,Pave,1Fam,7,1990,910,2,0,1,TA,Attchd,1990,Fin,2,719,179900
1108,60,168,23257,Pave,1Fam,7,2006,868,2,1,1,Gd,BuiltIn,2006,RFn,2,422,274725
1109,60,NA,8063,Pave,1Fam,6,2000,924,2,1,1,TA,Attchd,2000,RFn,2,463,181000
1110,20,107,11362,Pave,1Fam,8,2004,1836,2,0,1,Gd,Attchd,2004,Fin,3,862,280000
1111,60,NA,8000,Pave,1Fam,6,1995,773,2,1,1,TA,Attchd,1995,Fin,2,431,188000
1112,60,80,10480,Pave,1Fam,7,1976,803,2,1,1,Gd,Attchd,1976,RFn,2,483,205000
1113,20,73,7100,Pave,1Fam,5,1957,816,1,0,0,NA,Detchd,1957,Unf,1,308,129900
1114,20,66,8923,Pave,1Fam,5,1953,1008,1,0,0,NA,Attchd,1953,Unf,1,240,134500
1115,20,90,5400,Pave,1Fam,5,1954,833,1,0,0,NA,Detchd,1955,Unf,1,326,117000
1116,20,93,12085,Pave,1Fam,8,2007,1734,2,0,1,Gd,Attchd,2007,RFn,3,928,318000
1117,80,NA,7750,Pave,1Fam,8,2002,408,2,1,1,TA,BuiltIn,2002,Fin,2,527,184100
1118,20,57,9764,Pave,1Fam,5,1967,894,1,0,0,NA,Attchd,1967,RFn,2,450,130000
1119,80,85,13825,Pave,1Fam,5,1958,533,1,0,0,NA,BuiltIn,1958,RFn,1,300,140000
1120,20,70,7560,Pave,1Fam,5,1959,1040,1,0,0,NA,Attchd,1959,RFn,1,286,133700
1121,30,59,8263,Pave,1Fam,6,1920,1012,1,0,1,Gd,Detchd,1920,Unf,1,308,118400
1122,20,84,10084,Pave,1Fam,7,2005,1552,2,0,0,NA,Attchd,2005,RFn,3,782,212900
1123,20,NA,8926,Pave,1Fam,4,1956,672,1,0,0,NA,Basment,1956,Unf,1,288,112000
1124,20,50,9405,Pave,1Fam,5,1947,698,1,0,0,NA,NA,NA,NA,0,0,118000
1125,80,NA,9125,Pave,1Fam,7,1992,384,2,1,1,TA,Attchd,1992,Fin,2,392,163900
1126,20,60,10434,Pave,1Fam,4,1955,1005,1,0,1,TA,Detchd,1977,Unf,2,672,115000
1127,120,53,3684,Pave,TwnhsE,7,2007,1373,2,0,1,TA,Attchd,2007,Fin,3,660,174000
1128,20,182,14572,Pave,1Fam,7,2004,1530,2,0,1,Gd,Attchd,2004,Fin,3,630,259000
1129,60,59,11796,Pave,1Fam,7,2004,847,2,1,1,Gd,BuiltIn,2004,Fin,2,434,215000
1130,90,60,7200,Pave,Duplex,5,1980,936,1,0,0,NA,Detchd,1980,Unf,2,672,140000
1131,50,65,7804,Pave,1Fam,4,1928,1122,2,0,2,TA,Detchd,1981,Unf,2,576,135000
1132,20,63,10712,Pave,1Fam,5,1991,974,1,0,0,NA,NA,NA,NA,0,0,93500
1133,70,90,9900,Pave,1Fam,6,1880,1008,2,0,0,NA,Detchd,1930,Unf,1,205,117500
1134,60,80,9828,Pave,1Fam,8,1995,1128,2,1,1,TA,Attchd,1995,RFn,2,466,239500
1135,60,57,8773,Pave,1Fam,6,1997,916,2,1,1,TA,Attchd,1997,Fin,2,460,169000
1136,30,60,6180,Pave,1Fam,6,1926,960,1,0,1,Gd,Detchd,1926,Unf,1,180,102000
1137,50,80,9600,Pave,1Fam,6,1950,1032,1,0,0,NA,Attchd,1950,Unf,1,288,119000
1138,50,54,6342,Pave,1Fam,5,1875,780,1,0,0,NA,NA,NA,NA,0,0,94000
1139,20,NA,9819,Pave,1Fam,6,1977,1567,2,0,2,TA,Attchd,1977,RFn,2,714,196000
1140,30,98,8731,Pave,1Fam,5,1920,915,1,0,1,Gd,Detchd,1972,Unf,2,495,144000
1141,20,60,7350,Pave,1Fam,5,1951,952,1,0,0,NA,Detchd,1988,Unf,2,840,139000
1142,60,NA,10304,Pave,1Fam,5,1976,780,2,1,1,TA,Attchd,1976,Unf,2,484,197500
1143,60,77,9965,Pave,1Fam,8,2006,1466,3,0,1,TA,BuiltIn,2006,RFn,3,1052,424870
1144,20,NA,9000,Pave,1Fam,5,1959,1006,1,0,0,NA,NA,NA,NA,0,0,80000
1145,190,60,12180,Pave,2fmCon,4,1941,672,1,0,0,NA,Detchd,1941,Unf,1,280,80000
1146,50,52,6240,Pave,1Fam,5,1928,1042,1,0,1,Gd,Detchd,1928,Unf,1,225,149000
1147,20,NA,11200,Pave,1Fam,6,1985,1298,2,0,1,TA,Attchd,1985,Unf,2,403,180000
1148,70,75,12000,Pave,1Fam,7,1941,704,1,1,1,Gd,Attchd,1941,Unf,1,234,174500
1149,50,NA,5700,Pave,1Fam,7,1926,572,1,0,1,Gd,Detchd,1982,Unf,1,288,116900
1150,70,50,9000,Pave,1Fam,7,1920,650,1,0,0,NA,Detchd,1930,Unf,2,324,143000
1151,20,57,8280,Pave,1Fam,6,1950,932,1,0,1,Gd,Attchd,1950,Unf,1,306,124000
1152,20,134,17755,Pave,1Fam,5,1959,1466,1,1,2,Gd,Attchd,1959,Fin,2,528,149900
1153,20,90,14115,Pave,1Fam,6,1956,1073,1,0,1,Gd,Attchd,1956,Fin,2,470,230000
1154,30,NA,5890,Pave,1Fam,6,1930,816,1,0,0,NA,Detchd,2002,Unf,1,432,120500
1155,60,NA,13700,Pave,1Fam,7,1965,864,1,2,2,Gd,Attchd,1965,Unf,2,492,201800
1156,20,90,10768,Pave,1Fam,5,1976,1437,2,0,1,Fa,Attchd,1976,RFn,2,528,218000
1157,80,85,9350,Pave,1Fam,5,1965,1219,2,0,1,Gd,Attchd,1965,RFn,2,502,179900
1158,120,34,5001,Pave,Twnhs,7,2007,1314,2,0,1,Gd,Attchd,2008,RFn,2,626,230000
1159,20,92,11932,Pave,1Fam,8,2007,1580,2,0,0,NA,Attchd,2008,RFn,3,830,235128
1160,60,76,9120,Pave,1Fam,6,1974,901,2,1,1,TA,Attchd,1974,RFn,2,540,185000
1161,160,24,2280,Pave,Twnhs,6,1978,855,2,1,1,TA,Attchd,1978,Unf,2,440,146000
1162,20,NA,14778,Pave,1Fam,6,1954,1296,1,0,1,Gd,Detchd,1993,Unf,2,924,224000
1163,20,109,8724,Pave,1Fam,5,1968,894,1,0,1,Po,Attchd,1968,Fin,2,450,129000
1164,90,60,12900,Pave,Duplex,4,1969,1198,0,2,0,NA,CarPort,1969,Unf,2,400,108959
1165,80,NA,16157,Pave,1Fam,5,1978,1360,1,1,1,TA,Attchd,1978,Unf,2,588,194000
1166,20,79,9541,Pave,1Fam,7,2009,1502,2,0,0,NA,Attchd,2009,RFn,2,644,233170
1167,20,64,10475,Pave,1Fam,8,2008,1694,2,0,0,NA,Attchd,2008,RFn,3,776,245350
1168,60,58,10852,Pave,1Fam,6,2000,959,2,1,1,TA,Attchd,2000,Fin,2,472,173000
1169,70,120,13728,Pave,1Fam,6,1935,1127,2,0,2,TA,Basment,1935,Unf,2,540,235000
1170,60,118,35760,Pave,1Fam,10,1995,1930,3,1,1,TA,Attchd,1995,Fin,3,807,625000
1171,80,76,9880,Pave,1Fam,6,1977,1096,1,0,1,Po,Attchd,1977,Fin,1,358,171000
1172,20,76,9120,Pave,1Fam,6,1958,1261,1,0,1,TA,Attchd,1958,RFn,2,433,163000
1173,160,35,4017,Pave,TwnhsE,7,2006,625,2,1,0,NA,Detchd,2006,Fin,2,625,171900
1174,50,138,18030,Pave,1Fam,5,1946,1598,3,0,1,Gd,NA,NA,NA,0,0,200500
1175,70,80,16560,Pave,1Fam,6,1932,952,2,1,1,Gd,Detchd,1932,Unf,2,360,239000
1176,50,85,10678,Pave,1Fam,8,1992,1683,2,1,1,TA,Attchd,1992,Fin,2,541,285000
1177,20,37,6951,Pave,1Fam,5,1984,876,1,0,0,NA,Attchd,1984,Unf,1,264,119500
1178,50,NA,3950,Pave,1Fam,6,1926,818,1,0,0,NA,Detchd,1926,Unf,1,210,115000
1179,50,54,7681,Pave,1Fam,5,1921,731,1,1,1,Gd,Detchd,1921,Unf,1,186,154900
1180,20,77,8335,Pave,1Fam,5,1954,0,1,0,1,Gd,NA,NA,NA,0,0,93000
1181,60,NA,11170,Pave,1Fam,7,1990,1216,2,1,0,NA,Attchd,1990,Fin,2,693,250000
1182,120,64,5587,Pave,TwnhsE,8,2008,1600,2,0,1,Gd,Attchd,2008,Fin,2,482,392500
1183,60,160,15623,Pave,1Fam,10,1996,2396,3,1,2,TA,Attchd,1996,Fin,3,813,745000
1184,30,60,10800,Pave,1Fam,5,1920,1120,1,0,1,Gd,Detchd,1970,Unf,2,720,120000
1185,20,50,35133,Grvl,1Fam,5,1963,1572,1,1,2,TA,2Types,1963,RFn,3,995,186700
1186,50,60,9738,Pave,1Fam,5,1924,784,1,0,0,NA,Attchd,1965,Unf,1,392,104900
1187,190,107,10615,Pave,2fmCon,3,1900,978,2,0,0,NA,CarPort,1920,Unf,2,420,95000
1188,20,89,12461,Pave,1Fam,8,1994,1624,2,0,1,Fa,Attchd,1994,RFn,3,757,262000
1189,60,68,8935,Pave,1Fam,7,2002,831,2,1,0,NA,Attchd,2002,RFn,2,493,195000
1190,60,60,7500,Pave,1Fam,7,1999,994,2,1,1,TA,Attchd,1999,Fin,2,442,189000
1191,190,NA,32463,Pave,2fmCon,4,1961,1249,1,0,1,TA,2Types,1975,Fin,4,1356,168000
1192,160,24,2645,Pave,Twnhs,8,1999,776,2,1,0,NA,Detchd,1999,Unf,2,492,174000
1193,50,60,9600,Pave,1Fam,5,1925,702,1,0,0,NA,Detchd,1925,Unf,1,250,125000
1194,120,NA,4500,Pave,TwnhsE,6,1999,1224,2,0,0,NA,Attchd,1999,Fin,2,402,165000
1195,60,80,9364,Pave,1Fam,6,1969,663,1,1,0,NA,Attchd,1969,Fin,1,299,158000
1196,60,51,8029,Pave,1Fam,6,2005,728,2,1,0,NA,Attchd,2005,Fin,2,400,176000
1197,60,58,14054,Pave,1Fam,7,2006,879,2,1,1,Gd,BuiltIn,2006,Fin,3,660,219210
1198,75,65,8850,Pave,1Fam,7,1916,815,1,0,1,Gd,Detchd,1916,Unf,1,225,144000
1199,20,70,9100,Pave,1Fam,7,2001,1212,2,0,0,NA,Attchd,2001,RFn,2,573,178000
1200,20,75,11235,Pave,1Fam,4,1963,1051,1,1,1,Po,Attchd,1974,Unf,2,459,148000
1201,20,71,9353,Pave,1Fam,4,1970,864,1,0,0,NA,Attchd,1972,Unf,1,280,116050
1202,60,80,10400,Pave,1Fam,7,1998,866,2,1,0,NA,Attchd,1998,RFn,2,546,197900
1203,50,50,6000,Pave,1Fam,5,1925,884,1,0,1,Fa,Detchd,1960,Unf,1,216,117000
1204,20,75,9750,Pave,1Fam,7,2000,1630,2,0,1,TA,Attchd,2000,Unf,2,451,213000
1205,20,78,10140,Pave,1Fam,5,1975,1056,1,1,0,NA,Attchd,1975,RFn,2,495,153500
1206,20,90,14684,Pave,1Fam,7,1990,2158,2,0,1,TA,Attchd,1990,RFn,3,701,271900
1207,20,NA,8900,Pave,1Fam,4,1966,1056,1,0,0,NA,Detchd,1966,Unf,1,384,107000
1208,20,70,9135,Pave,1Fam,6,2003,1682,2,0,0,NA,Attchd,2003,RFn,2,544,200000
1209,20,70,7763,Pave,1Fam,5,1962,931,1,0,0,NA,Detchd,1980,Unf,2,506,140000
1210,20,85,10182,Pave,1Fam,8,2006,1660,2,0,1,Gd,Attchd,2006,RFn,2,500,290000
1211,60,70,11218,Pave,1Fam,6,1992,1055,2,1,1,TA,Attchd,1992,RFn,2,462,189000
1212,50,152,12134,Pave,1Fam,8,1988,559,2,0,0,NA,Basment,1988,RFn,2,492,164000
1213,30,50,9340,Pave,1Fam,4,1941,672,1,0,0,NA,Attchd,1941,Unf,1,234,113000
1214,80,NA,10246,Pave,1Fam,4,1965,648,0,0,0,NA,Attchd,1965,Unf,1,364,145000
1215,85,69,10205,Pave,1Fam,5,1962,925,1,0,0,NA,Attchd,1962,Unf,1,300,134500
1216,20,99,7094,Pave,1Fam,5,1966,894,1,0,0,NA,Detchd,1966,RFn,1,384,125000
1217,90,68,8930,Pave,Duplex,6,1978,0,2,0,0,NA,Attchd,1978,Unf,2,539,112000
1218,20,72,8640,Pave,1Fam,8,2009,1300,2,0,0,NA,Attchd,2009,RFn,2,552,229456
1219,50,52,6240,Pave,1Fam,4,1947,0,1,0,0,NA,NA,NA,NA,0,0,80500
1220,160,21,1680,Pave,Twnhs,6,1971,672,1,1,0,NA,NA,NA,NA,0,0,91500
1221,20,66,7800,Pave,1Fam,5,1964,912,1,0,0,NA,Attchd,1964,Unf,1,288,115000
1222,20,55,8250,Pave,1Fam,5,1968,952,1,0,1,TA,Attchd,1968,Unf,1,322,134000
1223,50,78,10496,Pave,1Fam,6,1949,1040,2,0,1,Gd,Attchd,1949,Unf,1,315,143000
1224,20,89,10680,Pave,1Fam,5,1951,2136,2,0,0,NA,Detchd,1951,Unf,2,528,137900
1225,60,60,15384,Pave,1Fam,7,2004,788,2,1,1,Gd,Attchd,2004,Fin,2,388,184000
1226,80,65,10482,Pave,1Fam,6,1958,588,1,0,0,NA,Attchd,1958,RFn,1,264,145000
1227,60,86,14598,Pave,1Fam,6,2007,894,2,1,1,Gd,BuiltIn,2007,Fin,3,668,214000
1228,20,72,8872,Pave,1Fam,5,1965,912,1,0,0,NA,Detchd,1992,Unf,2,576,147000
1229,120,65,8769,Pave,TwnhsE,9,2008,1702,1,1,1,Gd,Attchd,2008,Fin,3,1052,367294
1230,80,70,7910,Pave,1Fam,5,1960,1075,2,0,0,NA,Basment,1960,Unf,1,404,127000
1231,90,NA,18890,Pave,Duplex,5,1977,1361,2,2,1,TA,BuiltIn,1977,RFn,2,600,190000
1232,90,70,7728,Pave,Duplex,5,1962,1106,1,0,0,NA,Attchd,1962,Unf,2,540,132500
1233,90,70,9842,Pave,Duplex,4,1962,0,2,0,0,NA,CarPort,1962,Unf,2,462,101800
1234,20,NA,12160,Pave,1Fam,5,1959,1188,1,0,0,NA,Attchd,1959,RFn,2,531,142000
1235,70,55,8525,Pave,1Fam,5,1911,940,1,1,0,NA,NA,NA,NA,0,0,130000
1236,70,96,13132,Pave,1Fam,5,1914,747,1,1,0,NA,Detchd,1914,Unf,1,180,138887
1237,160,36,2628,Pave,Twnhs,7,2003,764,2,1,0,NA,BuiltIn,2003,RFn,2,474,175500
1238,60,41,12393,Pave,1Fam,7,2004,847,2,1,1,Gd,BuiltIn,2004,Fin,2,434,195000
1239,20,63,13072,Pave,1Fam,6,2005,1141,1,1,0,NA,Detchd,2005,Unf,2,484,142500
1240,20,64,9037,Pave,1Fam,8,2006,1476,2,0,1,Gd,Attchd,2006,RFn,2,472,265900
1241,60,65,8158,Pave,1Fam,7,2003,884,2,1,0,NA,Attchd,2003,RFn,2,543,224900
1242,20,83,9849,Pave,1Fam,7,2007,1689,2,0,0,NA,Attchd,2007,RFn,3,954,248328
1243,85,85,10625,Pave,1Fam,7,1974,1053,2,0,2,TA,Attchd,1974,RFn,2,528,170000
1244,20,107,13891,Pave,1Fam,10,2006,2076,2,1,1,Gd,Attchd,2006,Fin,3,850,465000
1245,70,NA,11435,Pave,1Fam,8,1929,792,1,0,2,Gd,Detchd,1931,Unf,2,400,230000
1246,80,78,12090,Pave,1Fam,6,1984,585,3,1,1,TA,BuiltIn,1984,Fin,2,477,178000
1247,60,65,8125,Pave,1Fam,7,2005,756,2,1,0,NA,Attchd,2005,RFn,2,615,186500
1248,80,NA,12328,Pave,1Fam,6,1976,1012,1,0,0,NA,Attchd,1976,Unf,3,888,169900
1249,75,60,9600,Pave,1Fam,6,1917,735,1,1,1,Gd,Detchd,1950,Unf,2,396,129500
1250,20,60,7200,Pave,1Fam,5,1950,876,1,0,0,NA,Attchd,1950,Unf,1,276,119000
1251,20,93,11160,Pave,1Fam,7,1968,2110,2,1,2,TA,Attchd,1968,Fin,2,522,244000
1252,120,NA,3136,Pave,TwnhsE,7,2003,1405,2,0,1,Gd,Attchd,2003,RFn,2,478,171750
1253,20,62,9858,Pave,1Fam,5,1968,864,1,0,0,NA,Attchd,1968,RFn,1,288,130000
1254,60,NA,17542,Pave,1Fam,7,1974,1192,2,1,2,Gd,Attchd,1974,RFn,2,518,294000
1255,60,60,6931,Pave,1Fam,7,2003,746,2,1,1,Gd,BuiltIn,2003,Fin,2,397,165400
1256,50,52,6240,Pave,1Fam,6,1931,884,1,0,1,Gd,Detchd,1978,Unf,1,560,127500
1257,20,91,14303,Pave,1Fam,8,1994,1986,2,0,1,TA,Attchd,1994,Fin,2,691,301500
1258,30,56,4060,Pave,1Fam,5,1922,864,1,0,0,NA,NA,NA,NA,0,0,99900
1259,80,59,9587,Pave,1Fam,7,2005,856,2,0,0,NA,Attchd,2005,Fin,2,400,190000
1260,20,65,9750,Pave,1Fam,6,1969,1054,1,1,0,NA,Attchd,1969,Unf,2,460,151000
1261,60,NA,24682,Pave,1Fam,6,1999,841,2,1,1,TA,BuiltIn,1999,Fin,2,502,181000
1262,20,80,9600,Pave,1Fam,5,1956,1050,1,0,0,NA,Attchd,1956,Unf,1,338,128900
1263,50,NA,11250,Pave,1Fam,4,1957,1104,1,0,2,TA,Attchd,1957,Unf,1,304,161500
1264,70,60,13515,Pave,1Fam,6,1919,764,1,0,1,Gd,Detchd,1940,Unf,2,520,180500
1265,120,34,4060,Pave,TwnhsE,6,1998,1405,2,0,0,NA,Attchd,1998,Fin,2,511,181000
1266,160,35,3735,Pave,TwnhsE,7,1999,691,2,1,0,NA,Detchd,1999,Unf,2,506,183900
1267,190,60,10120,Pave,2fmCon,7,1910,925,1,1,1,Gd,Detchd,1960,Unf,1,308,122000
1268,20,89,13214,Pave,1Fam,9,2008,2002,2,0,1,Gd,Attchd,2009,Fin,3,746,378500
1269,50,NA,14100,Pave,1Fam,8,1935,728,3,1,2,Gd,BuiltIn,1982,Unf,3,1014,381000
1270,50,78,11344,Pave,1Fam,5,1958,874,1,1,0,NA,Attchd,1958,Unf,1,315,144000
1271,40,NA,23595,Pave,1Fam,7,1979,1332,0,1,1,TA,Attchd,1979,Fin,2,586,260000
1272,20,NA,9156,Pave,1Fam,6,1968,1489,2,0,1,Gd,Attchd,1968,RFn,2,462,185750
1273,20,NA,13526,Pave,1Fam,5,1965,935,1,0,0,NA,Attchd,1965,Unf,1,288,137000
